index,Research Method,Continent,hypothesis,support for hypothesis,type of experiment,Habitat,Investigated species,Number of species,has research problem,Sub-hypothesis,Which species are compared?,Indicator for enemy release,Release of which kind of enemies?,Study date,same as,study,publication
Phytophagous insects of giant hogweed Heracleum mantegazzianum (Apiaceae) in invaded areas of Europe and in its native area of the Caucasus/Contribution 1,Observational or correlational,"['Asia', 'Europe']",Enemy release,Supported,Field,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,HAIs,Aliens in native and invaded range,Infestation,Specialists,2006,"['https://sws.geonames.org/6255147/', 'https://www.wikidata.org/entity/Q48', 'https://sws.geonames.org/6255148/', 'https://www.wikidata.org/entity/Q46']",Phytophagous insects of giant hogweed Heracleum mantegazzianum (Apiaceae) in invaded areas of Europe and in its native area of the Caucasus/Contribution 1,Phytophagous insects of giant hogweed Heracleum mantegazzianum (Apiaceae) in invaded areas of Europe and in its native area of the Caucasus
Limited grazing pressure by native herbivores on the invasive seaweed Caulerpa taxifolia in a temperate Australian estuary/Contribution 1,Observational or correlational,Oceania,Enemy release,Undecided,Field,Marine,Algae,1,Testing the enemy release hypothesis in invasion biology,ANI,Aliens and natives,Infestation,no differentiation,2006,"['https://sws.geonames.org/6255151/', 'https://www.wikidata.org/entity/Q538']",Limited grazing pressure by native herbivores on the invasive seaweed Caulerpa taxifolia in a temperate Australian estuary/Contribution 1,Limited grazing pressure by native herbivores on the invasive seaweed Caulerpa taxifolia in a temperate Australian estuary
"Biogeographical comparison of the arthropod herbivore communities associated with Lepidium draba in its native, expanded and introduced ranges/Contribution 3",Observational or correlational,North-America,Enemy release,Supported,Field,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,HAIs,Aliens in native and invaded range,Infestation,Specialists,2006,"['https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']","Biogeographical comparison of the arthropod herbivore communities associated with Lepidium draba in its native, expanded and introduced ranges/Contribution 3","Biogeographical comparison of the arthropod herbivore communities associated with Lepidium draba in its native, expanded and introduced ranges"
"Biogeographical comparison of the arthropod herbivore communities associated with Lepidium draba in its native, expanded and introduced ranges/Contribution 2",Observational or correlational,North-America,Enemy release,Questioned,Field,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,HAIg,Aliens in native and invaded range,Infestation,Generalists,2006,"['https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']","Biogeographical comparison of the arthropod herbivore communities associated with Lepidium draba in its native, expanded and introduced ranges/Contribution 2","Biogeographical comparison of the arthropod herbivore communities associated with Lepidium draba in its native, expanded and introduced ranges"
"Biogeographical comparison of the arthropod herbivore communities associated with Lepidium draba in its native, expanded and introduced ranges/Contribution 1",Observational or correlational,North-America,Enemy release,Questioned,Field,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,HAI,Aliens in native and invaded range,Infestation,no differentiation,2006,"['https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']","Biogeographical comparison of the arthropod herbivore communities associated with Lepidium draba in its native, expanded and introduced ranges/Contribution 1","Biogeographical comparison of the arthropod herbivore communities associated with Lepidium draba in its native, expanded and introduced ranges"
Evidence for the enemy release hypothesis in Hypericum perforatum/Contribution 1,Observational or correlational,North-America,Enemy release,Supported,Field,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,HAD,Aliens in native and invaded range,Damage,no differentiation,2005,"['https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']",Evidence for the enemy release hypothesis in Hypericum perforatum/Contribution 1,Evidence for the enemy release hypothesis in Hypericum perforatum
Invasive plants and their escape from root herbivory: a worldwide comparison of the root-feeding nematode communities of the dune grass Ammophila arenaria in natural and introduced ranges/Contribution 2,Observational or correlational,"['Africa', 'Europe', 'North-America', 'Oceania']",Enemy release,Undecided,Field,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,HAIs,Aliens in native and invaded range,Infestation,Specialists,2005,"['https://sws.geonames.org/6255148/', 'https://www.wikidata.org/entity/Q46', 'https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49', 'https://sws.geonames.org/6255151/', 'https://www.wikidata.org/entity/Q538']",Invasive plants and their escape from root herbivory: a worldwide comparison of the root-feeding nematode communities of the dune grass Ammophila arenaria in natural and introduced ranges/Contribution 2,Invasive plants and their escape from root herbivory: a worldwide comparison of the root-feeding nematode communities of the dune grass Ammophila arenaria in natural and introduced ranges
Invasive plants and their escape from root herbivory: a worldwide comparison of the root-feeding nematode communities of the dune grass Ammophila arenaria in natural and introduced ranges/Contribution 1,Observational or correlational,"['Africa', 'Europe', 'North-America', 'Oceania']",Enemy release,Questioned,Field,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,HAI,Aliens in native and invaded range,Infestation,no differentiation,2005,"['https://sws.geonames.org/6255148/', 'https://www.wikidata.org/entity/Q46', 'https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49', 'https://sws.geonames.org/6255151/', 'https://www.wikidata.org/entity/Q538']",Invasive plants and their escape from root herbivory: a worldwide comparison of the root-feeding nematode communities of the dune grass Ammophila arenaria in natural and introduced ranges/Contribution 1,Invasive plants and their escape from root herbivory: a worldwide comparison of the root-feeding nematode communities of the dune grass Ammophila arenaria in natural and introduced ranges
Enemy release but no evolutionary loss of defence in a plant invasion: an inter-continental reciprocal transplant experiment/Contribution 1,Observational or correlational,North-America,Enemy release,Supported,Field,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,HAD,Aliens in native and invaded range,Damage,no differentiation,2005,"['https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']",Enemy release but no evolutionary loss of defence in a plant invasion: an inter-continental reciprocal transplant experiment/Contribution 1,Enemy release but no evolutionary loss of defence in a plant invasion: an inter-continental reciprocal transplant experiment
Realized vs apparent reduction in enemies of the European starling /Contribution 1,Observational or correlational,"['Asia', 'Europe', 'North-America']",Enemy release,Questioned,Field,Terrestrial,Birds,1,Testing the enemy release hypothesis in invasion biology,HAI,Aliens in native and invaded range,Infestation,no differentiation,2005,"['https://sws.geonames.org/6255147/', 'https://www.wikidata.org/entity/Q48', 'https://sws.geonames.org/6255148/', 'https://www.wikidata.org/entity/Q46', 'https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']",Realized vs apparent reduction in enemies of the European starling /Contribution 1,Realized vs apparent reduction in enemies of the European starling 
"Herbivory, time since introduction and the invasiveness of exotic plants/Contribution 1",Observational or correlational,North-America,Enemy release,Supported,Field,Terrestrial,Plants,39,Testing the enemy release hypothesis in invasion biology,AND,Aliens and natives,Damage,no differentiation,2005,"['https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']","Herbivory, time since introduction and the invasiveness of exotic plants/Contribution 1","Herbivory, time since introduction and the invasiveness of exotic plants"
Invasive exotic plants suffer less herbivory than non-invasive exotic plants/Contribution 1,Observational or correlational,North-America,Enemy release,Supported,Field,Terrestrial,Plants,9,Testing the enemy release hypothesis in invasion biology,INiD,Invasive and non-invasive aliens,Damage,no differentiation,2005,"['https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']",Invasive exotic plants suffer less herbivory than non-invasive exotic plants/Contribution 1,Invasive exotic plants suffer less herbivory than non-invasive exotic plants
Enemy release? An experiment with congeneric plant pairs and diverse above- and belowground enemies/Contribution 2,Experimental,North-America,Enemy release,Undecided,Enclosure,Terrestrial,Plants,15,Testing the enemy release hypothesis in invasion biology,ANI,Aliens and natives,Infestation,no differentiation,2005,"['https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']",Enemy release? An experiment with congeneric plant pairs and diverse above- and belowground enemies/Contribution 2,Enemy release? An experiment with congeneric plant pairs and diverse above- and belowground enemies
Enemy release? An experiment with congeneric plant pairs and diverse above- and belowground enemies/Contribution 1,Experimental,North-America,Enemy release,Undecided,Enclosure,Terrestrial,Plants,15,Testing the enemy release hypothesis in invasion biology,AND,Aliens and natives,Damage,no differentiation,2005,"['https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']",Enemy release? An experiment with congeneric plant pairs and diverse above- and belowground enemies/Contribution 1,Enemy release? An experiment with congeneric plant pairs and diverse above- and belowground enemies
A comparison of native and introduced populations of the South African Ragwort Senecio inaequidens DC. in the field/Contribution 1,Observational or correlational,"['Africa', 'Europe']",Enemy release,Supported,Field,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,HAI,Aliens in native and invaded range,Infestation,no differentiation,2004,"['https://sws.geonames.org/6255148/', 'https://www.wikidata.org/entity/Q46']",A comparison of native and introduced populations of the South African Ragwort Senecio inaequidens DC. in the field/Contribution 1,A comparison of native and introduced populations of the South African Ragwort Senecio inaequidens DC. in the field
Release from native root herbivores and biotic resistance by soil pathogens in a new habitat both affect the alien Ammophila arenaria in South Africa/Contribution 1,Observational or correlational,Africa,Enemy release,Undecided,Field,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,ANI,Aliens and natives,Infestation,no differentiation,2004,,Release from native root herbivores and biotic resistance by soil pathogens in a new habitat both affect the alien Ammophila arenaria in South Africa/Contribution 1,Release from native root herbivores and biotic resistance by soil pathogens in a new habitat both affect the alien Ammophila arenaria in South Africa
"Variation in herbivore damage to invasive and native woody plant species in open forest vegetation on Mahe, Seychelles/Contribution 1",Observational or correlational,Africa,Enemy release,Supported,Field,Terrestrial,Plants,10,Testing the enemy release hypothesis in invasion biology,AND,Aliens and natives,Damage,no differentiation,2004,,"Variation in herbivore damage to invasive and native woody plant species in open forest vegetation on Mahe, Seychelles/Contribution 1","Variation in herbivore damage to invasive and native woody plant species in open forest vegetation on Mahe, Seychelles"
Natural-enemy release facilitates habitat expansion of the invasive tropical shrub Clidemia hirta/Contribution 2,Experimental,North-America,Enemy release,Undecided,Enclosure,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,P HA,Aliens in native and invaded range,Performance,no differentiation,2004,"['https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']",Natural-enemy release facilitates habitat expansion of the invasive tropical shrub Clidemia hirta/Contribution 2,Natural-enemy release facilitates habitat expansion of the invasive tropical shrub Clidemia hirta
Natural-enemy release facilitates habitat expansion of the invasive tropical shrub Clidemia hirta/Contribution 1,Experimental,North-America,Enemy release,Undecided,Enclosure,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,HAD,Aliens in native and invaded range,Damage,no differentiation,2004,"['https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']",Natural-enemy release facilitates habitat expansion of the invasive tropical shrub Clidemia hirta/Contribution 1,Natural-enemy release facilitates habitat expansion of the invasive tropical shrub Clidemia hirta
"Herbivory, disease, recruitment limitation, and success of alien and native tree species/Contribution 2",Experimental,North-America,Enemy release,Questioned,Enclosure,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,P AN,Aliens and natives,Performance,no differentiation,2003,"['https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']","Herbivory, disease, recruitment limitation, and success of alien and native tree species/Contribution 2","Herbivory, disease, recruitment limitation, and success of alien and native tree species"
"Herbivory, disease, recruitment limitation, and success of alien and native tree species/Contribution 1",Experimental,North-America,Enemy release,Supported,Enclosure,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,AND,Aliens and natives,Damage,no differentiation,2003,"['https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']","Herbivory, disease, recruitment limitation, and success of alien and native tree species/Contribution 1","Herbivory, disease, recruitment limitation, and success of alien and native tree species"
Plant-soil biota interactions and spatial distribution of black cherry in its native and invasive ranges/Contribution 1,Experimental,"['Europe', 'North-America']",Enemy release,Supported,Lab,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,P HA,Aliens in native and invaded range,Performance,no differentiation,2003,"['https://sws.geonames.org/6255148/', 'https://www.wikidata.org/entity/Q46', 'https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']",Plant-soil biota interactions and spatial distribution of black cherry in its native and invasive ranges/Contribution 1,Plant-soil biota interactions and spatial distribution of black cherry in its native and invasive ranges
Release of invasive plants from fungal and viral pathogens/Contribution 1,Observational or correlational,"['Europe', 'North-America']",Enemy release,Supported,Field,Terrestrial,Plants,473,Testing the enemy release hypothesis in invasion biology,HAI,Aliens in native and invaded range,Infestation,no differentiation,2003,"['https://sws.geonames.org/6255148/', 'https://www.wikidata.org/entity/Q46', 'https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']",Release of invasive plants from fungal and viral pathogens/Contribution 1,Release of invasive plants from fungal and viral pathogens
Herbivorous arthropod community of an alien weed Solanum carolinense L./Contribution 1,Observational or correlational,"['Asia', 'North-America']",Enemy release,Supported,Field,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,HAIs,Aliens in native and invaded range,Infestation,Specialists,2003,"['https://sws.geonames.org/6255147/', 'https://www.wikidata.org/entity/Q48', 'https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']",Herbivorous arthropod community of an alien weed Solanum carolinense L./Contribution 1,Herbivorous arthropod community of an alien weed Solanum carolinense L.
Diversity and abundance patterns of phytophagous insect communities on alien and native host plants in the Brassicaceae/Contribution 1,Observational or correlational,Europe,Enemy release,Questioned,Field,Terrestrial,Plants,41,Testing the enemy release hypothesis in invasion biology,ANI,Aliens and natives,Infestation,no differentiation,2003,"['https://sws.geonames.org/6255148/', 'https://www.wikidata.org/entity/Q46']",Diversity and abundance patterns of phytophagous insect communities on alien and native host plants in the Brassicaceae/Contribution 1,Diversity and abundance patterns of phytophagous insect communities on alien and native host plants in the Brassicaceae
Invasiveness of Ammophila arenaria: Release from soil-borne pathogens?/Contribution 2,Experimental,"['Europe', 'North-America']",Enemy release,Questioned,Lab,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,P A,Only aliens,Performance,no differentiation,2003,"['https://sws.geonames.org/6255148/', 'https://www.wikidata.org/entity/Q46', 'https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']",Invasiveness of Ammophila arenaria: Release from soil-borne pathogens?/Contribution 2,Invasiveness of Ammophila arenaria: Release from soil-borne pathogens?
Invasiveness of Ammophila arenaria: Release from soil-borne pathogens?/Contribution 1,Experimental,"['Europe', 'North-America']",Enemy release,Supported,Lab,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,HAI,Aliens in native and invaded range,Infestation,no differentiation,2003,"['https://sws.geonames.org/6255148/', 'https://www.wikidata.org/entity/Q46', 'https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']",Invasiveness of Ammophila arenaria: Release from soil-borne pathogens?/Contribution 1,Invasiveness of Ammophila arenaria: Release from soil-borne pathogens?
Herbivores and the success of exotic plants: a phylogenetically controlled experiment/Contribution 1,Experimental,North-America,Enemy release,Questioned,Enclosure,Terrestrial,Plants,15,Testing the enemy release hypothesis in invasion biology,AND,Aliens and natives,Damage,no differentiation,2003,"['https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']",Herbivores and the success of exotic plants: a phylogenetically controlled experiment/Contribution 1,Herbivores and the success of exotic plants: a phylogenetically controlled experiment
Why Alien Invaders Succeed: Support for the Escape-from-Enemy Hypothesis/Contribution 1,Observational or correlational,"['Europe', 'North-America']",Enemy release,Supported,Field,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,HAD,Aliens in native and invaded range,Damage,no differentiation,2002,"['https://sws.geonames.org/6255148/', 'https://www.wikidata.org/entity/Q46', 'https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']",Why Alien Invaders Succeed: Support for the Escape-from-Enemy Hypothesis/Contribution 1,Why Alien Invaders Succeed: Support for the Escape-from-Enemy Hypothesis
Release from parasites as natural enemies: increased performance of a globally introduced marine crab/Contribution 2,Observational or correlational,"['Africa', 'Europe', 'North-America', 'Oceania']",Enemy release,Supported,Field,Marine,Crustaceans,1,Testing the enemy release hypothesis in invasion biology,HAI,Aliens in native and invaded range,Infestation,no differentiation,2001,"['https://sws.geonames.org/6255148/', 'https://www.wikidata.org/entity/Q46', 'https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49', 'https://sws.geonames.org/6255151/', 'https://www.wikidata.org/entity/Q538']",Release from parasites as natural enemies: increased performance of a globally introduced marine crab/Contribution 2,Release from parasites as natural enemies: increased performance of a globally introduced marine crab
Release from parasites as natural enemies: increased performance of a globally introduced marine crab/Contribution 1,Observational or correlational,"['Africa', 'Europe', 'North-America', 'Oceania']",Enemy release,Questioned,Field,Marine,Crustaceans,1,Testing the enemy release hypothesis in invasion biology,HAD,Aliens in native and invaded range,Damage,no differentiation,2001,"['https://sws.geonames.org/6255148/', 'https://www.wikidata.org/entity/Q46', 'https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49', 'https://sws.geonames.org/6255151/', 'https://www.wikidata.org/entity/Q538']",Release from parasites as natural enemies: increased performance of a globally introduced marine crab/Contribution 1,Release from parasites as natural enemies: increased performance of a globally introduced marine crab
"Impact of fire on leaf nutrients, arthropod fauna and herbivory of native and exotic eucalypts in Kings Park, Perth, Western Australia/Contribution 1",Observational or correlational,Oceania,Enemy release,Questioned,Field,Terrestrial,Plants,2,Testing the enemy release hypothesis in invasion biology,AND,Aliens and natives,Damage,no differentiation,2001,"['https://sws.geonames.org/6255151/', 'https://www.wikidata.org/entity/Q538']","Impact of fire on leaf nutrients, arthropod fauna and herbivory of native and exotic eucalypts in Kings Park, Perth, Western Australia/Contribution 1","Impact of fire on leaf nutrients, arthropod fauna and herbivory of native and exotic eucalypts in Kings Park, Perth, Western Australia"
Lack of pre-dispersal seed predators in introduced Asteraceae in New Zealand/Contribution 1,Observational or correlational,"['Europe', 'Oceania']",Enemy release,Supported,Field,Terrestrial,Plants,13,Testing the enemy release hypothesis in invasion biology,HAI,Aliens in native and invaded range,Infestation,no differentiation,2001,"['https://sws.geonames.org/6255148/', 'https://www.wikidata.org/entity/Q46', 'https://sws.geonames.org/6255151/', 'https://www.wikidata.org/entity/Q538']",Lack of pre-dispersal seed predators in introduced Asteraceae in New Zealand/Contribution 1,Lack of pre-dispersal seed predators in introduced Asteraceae in New Zealand
Post-dispersal losses to seed predators: an experimental comparison of native and exotic old field plants/Contribution 1,Experimental,North-America,Enemy release,Questioned,Enclosure,Terrestrial,Plants,21,Testing the enemy release hypothesis in invasion biology,P AN,Aliens and natives,Performance,no differentiation,2001,"['https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']",Post-dispersal losses to seed predators: an experimental comparison of native and exotic old field plants/Contribution 1,Post-dispersal losses to seed predators: an experimental comparison of native and exotic old field plants
Effects of fungal pathogens on seeds of native and exotic plants: a test using congeneric pairs /Contribution 1,Experimental,North-America,Enemy release,Questioned,Enclosure,Terrestrial,Plants,15,Testing the enemy release hypothesis in invasion biology,P AN,Aliens and natives,Performance,no differentiation,2001,"['https://sws.geonames.org/6255149/', 'https://www.wikidata.org/entity/Q49']",Effects of fungal pathogens on seeds of native and exotic plants: a test using congeneric pairs /Contribution 1,Effects of fungal pathogens on seeds of native and exotic plants: a test using congeneric pairs 
"The invertebrate fauna on broom, Cytisus scoparius, in two native and two exotic habitats /Contribution 1",Observational or correlational,"['Europe', 'Oceania']",Enemy release,Questioned,Field,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,HAIg,Aliens in native and invaded range,Infestation,Generalists,2000,"['https://sws.geonames.org/6255148/', 'https://www.wikidata.org/entity/Q46', 'https://sws.geonames.org/6255151/', 'https://www.wikidata.org/entity/Q538']","The invertebrate fauna on broom, Cytisus scoparius, in two native and two exotic habitats /Contribution 1","The invertebrate fauna on broom, Cytisus scoparius, in two native and two exotic habitats "
"The invertebrate fauna on broom, Cytisus scoparius, in two native and two exotic habitats /Contribution 1",Observational or correlational,"['Europe', 'Oceania']",Enemy release,Supported,Field,Terrestrial,Plants,1,Testing the enemy release hypothesis in invasion biology,HAI,Aliens in native and invaded range,Infestation,no differentiation,2000,"['https://sws.geonames.org/6255148/', 'https://www.wikidata.org/entity/Q46', 'https://sws.geonames.org/6255151/', 'https://www.wikidata.org/entity/Q538']","The invertebrate fauna on broom, Cytisus scoparius, in two native and two exotic habitats /Contribution 1","The invertebrate fauna on broom, Cytisus scoparius, in two native and two exotic habitats "
